,a,aaa,aaa,c,d,end1
e_n-1$a-+-p_n-1$0.0,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-tq_n-1$q1,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-t_n$13.0-19.0-+-t_n-1$0.0-5.0,0.0,0.7857142857142857,-2.357142857142857,2.2857142857142856,0.2857142857142857,0.0
e_n-1$a-+-p_n$0.0-+-p_n-1$0.0,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-tq_n$q3-+-tq_n-1$q1,-0.7692307692307693,0.0,-1.9423076923076923,-1.7115384615384615,5.423076923076923,0.0
e_n-2$start2,0.234375,0.8,-0.0375,0.0375,-0.034375,0.0
t_n-2$-82,0.234375,0.8,-0.0375,0.0375,-0.034375,0.0
p_n-2$-82,0.234375,0.8,-0.0375,0.0375,-0.034375,0.0
tq_n-2$qS2,0.234375,0.8,-0.0375,0.0375,-0.034375,0.0
e_n-1$a-+-e_n-2$start2,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-e_n-2$start2-+-t_n-1$0.0-5.0,0.0,0.7727272727272727,-0.7045454545454546,-0.1590909090909091,1.0909090909090908,0.0
e_n-1$a-+-e_n-2$start2-+-p_n-1$0.0,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-e_n-2$start2-+-tq_n-1$q1,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-t_n-1$0.0-5.0-+-t_n-2$-82,0.0,0.7727272727272727,-0.7045454545454546,-0.1590909090909091,1.0909090909090908,0.0
e_n-1$a-+-p_n-1$0.0-+-p_n-2$-82,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-tq_n-1$q1-+-tq_n-2$qS2,-0.7625,0.8,-0.0375,0.0375,0.9625,0.0
e_n-1$a-+-t_n+1$13.0-19.0,0.0,-0.875,0.8571428571428571,1.8928571428571428,-0.875,0.0
e_n-1$a-+-p_n+1$0.0,-0.77,-1.02,-5.43,4.66,3.56,0.0
e_n-1$a-+-tq_n+1$q3,0.0,0.0,0.0,0.0,1.0,0.0
tq_n$q1,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1,1.0,0.0,0.0,0.0,-1.0,0.0
t_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
p_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
tq_n-1$qS1,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-t_n$0.0-5.0,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-p_n$0.0,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-tq_n$q1,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-t_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-p_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-tq_n-1$qS1,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-t_n$0.0-5.0-+-t_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-p_n$0.0-+-p_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-tq_n$q1-+-tq_n-1$qS1,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-e_n-2$start2,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-e_n-2$start2-+-t_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-e_n-2$start2-+-p_n-1$-81,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-e_n-2$start2-+-tq_n-1$qS1,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-t_n-1$-81-+-t_n-2$-82,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-p_n-1$-81-+-p_n-2$-82,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-tq_n-1$qS1-+-tq_n-2$qS2,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-t_n+1$13.0-19.0,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-p_n+1$0.0,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-1$start1-+-tq_n+1$q3,1.0,0.0,0.0,0.0,-1.0,0.0
e_n-2$c,0.0,0.0,0.0,0.0,0.0,1.0
p_n-2$1.0,0.0,0.0,0.0,0.0,0.0,1.0
tq_n-2$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c-+-t_n-1$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c-+-tq_n-1$q4,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-p_n-1$0.0-+-p_n-2$1.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q4-+-tq_n-2$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$c,0.0,0.023809523809523808,0.9761904761904762,0.0,0.0,0.0
p_n-1$1.0,0.0,1.0,0.0,0.0,0.0,0.0
tq_n-1$q2,0.0,0.03076923076923077,0.9692307692307692,0.9961538461538462,-0.9961538461538462,0.0
e_n-1$c-+-t_n$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n$0.0,0.0,0.023809523809523808,0.9761904761904762,0.0,0.0,0.0
e_n-1$c-+-tq_n$q4,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n-1$1.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-tq_n-1$q2,0.0,0.023809523809523808,0.9761904761904762,0.0,0.0,0.0
e_n-1$c-+-t_n$0.0-5.0-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n$0.0-+-p_n-1$1.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-tq_n$q4-+-tq_n-1$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-2$b,0.0,1.0,0.0,0.0,0.0,0.0
t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$b,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$b-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$b-+-p_n-1$1.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$b-+-tq_n-1$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$13.0-19.0-+-t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n-1$1.0-+-p_n-2$0.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-tq_n-1$q2-+-tq_n-2$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n+1$-91,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n+1$-91.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-tq_n+1$qE,0.0,1.0,0.0,0.0,0.0,0.0
p_n$1.0,0.0,0.0,0.0,1.0,-1.0,0.0
tq_n$q2,0.0,0.05384615384615385,2.8884615384615384,1.7653846153846153,-4.707692307692308,0.0
e_n-1$b,0.0,0.0,0.0,1.0,-1.0,0.0
t_n-1$6.0-12.0,0.0,0.010869565217391304,0.5760869565217391,0.41304347826086957,-1.0,0.0
e_n-1$b-+-t_n$13.0-19.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-p_n$1.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-tq_n$q2,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-t_n-1$6.0-12.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-p_n-1$0.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-tq_n-1$q2,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-t_n$13.0-19.0-+-t_n-1$6.0-12.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-p_n$1.0-+-p_n-1$0.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-tq_n$q2-+-tq_n-1$q2,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-e_n-2$a,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-e_n-2$a-+-t_n-1$6.0-12.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-e_n-2$a-+-p_n-1$0.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-e_n-2$a-+-tq_n-1$q2,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-t_n-1$6.0-12.0-+-t_n-2$0.0-5.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-p_n-1$0.0-+-p_n-2$0.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-tq_n-1$q2-+-tq_n-2$q1,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-t_n+1$0.0-5.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-p_n+1$0.0,0.0,0.0,0.0,1.0,-1.0,0.0
e_n-1$b-+-tq_n+1$q4,0.0,0.0,0.0,1.0,-1.0,0.0
t_n$6.0-12.0,-0.7608695652173914,0.9239130434782609,1.190217391304348,-2.016304347826087,0.6630434782608695,0.0
e_n-1$a-+-t_n$6.0-12.0,-0.7857142857142857,0.9464285714285714,0.19642857142857142,-1.0892857142857142,0.7321428571428571,0.0
e_n-1$a-+-tq_n$q2,0.0,0.03,1.92,1.77,-3.72,0.0
e_n-1$a-+-t_n$6.0-12.0-+-t_n-1$0.0-5.0,0.0,0.0,1.75,-1.625,-0.125,0.0
e_n-1$a-+-tq_n$q2-+-tq_n-1$q1,0.0,0.03,1.92,1.77,-3.72,0.0
p_n+1$1.0,0.0,-0.85,6.325,-3.65,-1.825,0.0
tq_n+1$q2,-0.7615384615384615,-2.873076923076923,2.853846153846154,1.853846153846154,-1.073076923076923,0.0
e_n-1$a-+-p_n+1$1.0,0.0,-0.85,6.325,-3.65,-1.825,0.0
e_n-1$a-+-tq_n+1$q2,-0.7678571428571429,-1.8839285714285714,1.8571428571428572,1.8482142857142858,-1.0535714285714286,0.0
t_n+1$6.0-12.0,0.22857142857142856,-0.9714285714285714,-0.4357142857142857,-0.3357142857142857,2.5142857142857142,0.0
e_n-1$start1-+-t_n+1$6.0-12.0,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$start1-+-tq_n+1$q2,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$e-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n$-91-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n$qE-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$d-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$d-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$6.0-12.0-+-t_n-2$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q2-+-tq_n-2$q3,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$d-+-t_n$6.0-12.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-tq_n$q2,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-t_n-1$0.0-5.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-t_n$6.0-12.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-tq_n$q2-+-tq_n-1$q3,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-e_n-2$a-+-t_n-1$0.0-5.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-t_n-1$0.0-5.0-+-t_n-2$0.0-5.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$a-+-t_n$0.0-5.0,0.0,0.0,0.25,-0.275,0.025,0.0
e_n-1$a-+-t_n$0.0-5.0-+-t_n-1$0.0-5.0,0.0,0.0,-0.125,-0.875,1.0,0.0
e_n-1$a-+-t_n+1$6.0-12.0,-0.7708333333333334,-0.9583333333333334,-0.4375,-0.2916666666666667,2.4583333333333335,0.0
e_n-1$start1-+-t_n+1$0.0-5.0,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$e-+-e_n-2$c-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q2-+-tq_n-2$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$c-+-t_n$6.0-12.0,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,0.0
e_n-1$c-+-tq_n$q2,0.0,0.017857142857142856,0.9821428571428571,0.0,0.0,0.0
e_n-1$c-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n-1$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-t_n$6.0-12.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n$0.0-+-p_n-1$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-tq_n$q2-+-tq_n-1$q2,0.0,0.017857142857142856,0.9821428571428571,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-p_n-1$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-tq_n-1$q2,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-t_n-1$0.0-5.0-+-t_n-2$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n-1$0.0-+-p_n-2$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-tq_n-1$q2-+-tq_n-2$q1,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$a-+-t_n-1$13.0-19.0,-0.7777777777777778,-0.9583333333333334,1.1805555555555556,0.7638888888888888,-0.20833333333333334,0.0
e_n-1$a-+-t_n$0.0-5.0-+-t_n-1$13.0-19.0,0.0,0.0,-0.05,1.05,-1.0,0.0
e_n-1$a-+-e_n-2$start2-+-t_n-1$13.0-19.0,-0.7777777777777778,-0.9583333333333334,1.1805555555555556,0.7638888888888888,-0.20833333333333334,0.0
e_n-1$a-+-t_n-1$13.0-19.0-+-t_n-2$-82,-0.7777777777777778,-0.9583333333333334,1.1805555555555556,0.7638888888888888,-0.20833333333333334,0.0
e_n-1$start1-+-t_n$13.0-19.0,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$start1-+-t_n$13.0-19.0-+-t_n-1$-81,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$e-+-e_n-2$a,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$a-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$a-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$a-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$6.0-12.0-+-t_n-2$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q2-+-tq_n-2$q1,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$a-+-t_n-1$6.0-12.0,0.0,1.0,-0.36363636363636365,-0.6363636363636364,0.0,0.0
e_n-1$a-+-t_n$6.0-12.0-+-t_n-1$6.0-12.0,0.0,1.0,-1.7,0.7,0.0,0.0
e_n-1$a-+-e_n-2$start2-+-t_n-1$6.0-12.0,0.0,1.0,-0.36363636363636365,-0.6363636363636364,0.0,0.0
e_n-1$a-+-t_n-1$6.0-12.0-+-t_n-2$-82,0.0,1.0,-0.36363636363636365,-0.6363636363636364,0.0,0.0
e_n-1$a-+-t_n+1$-91,0.0,2.95,-1.15,-1.0,-0.8,0.0
e_n-1$a-+-p_n+1$-91.0,0.0,2.95,-1.15,-1.0,-0.8,0.0
e_n-1$a-+-tq_n+1$qE,0.0,2.95,-1.15,-1.0,-0.8,0.0
e_n-1$start1-+-t_n$6.0-12.0,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$start1-+-t_n$6.0-12.0-+-t_n-1$-81,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$e-+-e_n-2$b,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$b-+-t_n-1$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$b-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$b-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$0.0-5.0-+-t_n-2$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$b-+-t_n$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-p_n$0.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n$0.0-5.0-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-p_n$0.0-+-p_n-1$0.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c-+-p_n-1$0.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c-+-tq_n-1$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n-1$6.0-12.0-+-t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-tq_n-1$q2-+-tq_n-2$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n+1$-91,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-p_n+1$-91.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-tq_n+1$qE,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$6.0-12.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n$6.0-12.0-+-t_n-1$6.0-12.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-t_n-1$6.0-12.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$6.0-12.0-+-t_n-2$13.0-19.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n+1$0.0-5.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-p_n+1$0.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-tq_n+1$q2,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$a-+-t_n$6.0-12.0-+-t_n-1$13.0-19.0,-0.8214285714285714,0.0,0.21428571428571427,-0.25,0.8571428571428571,0.0
e_n-1$e-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n$-91-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$13.0-19.0-+-t_n-2$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$c-+-t_n$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n$13.0-19.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$b-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$0.0-5.0-+-t_n-2$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
